,id,text,Cleaned_tweet
89,0.5407492246586432-92,Mr. @MANISH_TOTLA I'm damn sure that @TataSky will never solve your problems as they keep fooling ppls with fake promises and harassing us,mr i m damn sure that wil never solve your problems as they keep fooling ppls with fake promises and harassing us
90,0.5407492246586432-93,"@TataSky hahaha, what a joke, your representative will contact, hmmmm. Ask your rep, when did they try to call or solve problems @jilaki123",hahaha what a joke your representative wil contact hmm ask your rep when did they try to cal or solve problems
91,0.5407492246586432-94,Mr. @rkPillai did you got resolution from @TataSky or not? I bet they didn't try to solve any problem. They keep fooling ppls. #FRAUDTATASKY,mr did you got resolution from or not i bet they didn t try to solve any problem they keep fooling ppls 
92,0.5407492246586432-95,@TataSky do you care enough to listen audio clips and try to solve problems? Or you still wanna keep making your clients fool?,do you care enough to listen audio clips and try to solve problems or you stil wanna keep making your clients fool 
93,0.5407492246586432-96,"@TataSky but when you'll look into the issue? Since 26th Jan, you ppls are only listening, not solving problems.i sent you rec audio in DM",but when you l look into the issue since th jan you ppls are only listening not solving problems i sent you rec audio in dm
94,0.5407492246586432-97,@TataSky don't give false promises and do not try to make us fool. #FRAUDTATASKY,don t give false promises and do not try to make us fool 
95,0.5407492246586432-98,@TataSky i sent you all info but you peoples never tried to solve my problem,i sent you al info but you peoples never tried to solve my problem
96,0.5407492246586432-99,"@skrai32 @TataSky https://mega.nz/#!xtxSHbLI!WN3XbQwP6XeVxELqraK98dg4FCHjUp9BxzImtPv8Tuc …

25MB AUDIO HELPLINE No. RECORDING with love from MENTALLY HARASSED CLIENT 
#DoNotSubscribeTATASKY", mb audio helpline no recording with love from mentally harassed client
97,0.5407492246586432-100,@TataSky still nothing happened after all. No resolution. Don't give false promises.,stil nothing happened after all no resolution don t give false promises 
98,0.5407492246586432-101,@TataSky you peoples wasted my whole day (from 17 Feb morning 11:23 To 18 Feb 00.04 hrs. Is this how you serve your clients? #TATASKYisFKDUP,you peoples wasted my whole day from feb morning to feb hrs is this how you serve your clients 
99,0.5407492246586432-102,"@TataSky stop playing with us. Since 26 Jan, 2016 you ppls started playing rubbish game with me. If you play such games, no one will buy sky",stop playing with us since jan you ppls started playing rubbish game with me if you play such games no one wil buy sky
100,0.5407492246586432-103,@TataSky why you ppls giving wrong info and wrong commitments? Your technical person says something else and your cc ppls says different,why you ppls giving wrong info and wrong commitments your technical person says something else and your c ppls says different
101,0.5407492246586432-104,@TataSky when the heck are you gonna solve my issues? Let me know status of Complaint no. MWYFOYO & MWYFOWI of ID: 1054357783,when the heck are you gonna solve my issues let me know status of complaint no mwyfoyo mwyfowi of id 
102,0.5407492246586432-105,@TataSky to hell with your helpline number. Your executives have no sense to reply us. Al commitments given by you are wrong. @ChaitendraG,to hel with your helpline number your executives have no sense to reply us al commitments given by you are wrong 
103,0.5407492246586432-106,@TataSky @Ravienator they give only commitments which are nevee going to be fulfilled. I'm on call from last 2hrs and still no result.,they give only commitments which are neve going to be fulfilled i m on cal from last hrs and stil no result 
104,0.5407492246586432-107,@TataSky @ChieragJoshi no representative will contact you. Since 26Jan I'm waiting for resolution and till date no resolution & no call back,no representative wil contact you since jan i m waiting for resolution and til date no resolution no cal back
105,0.5407492246586432-108,@TataSky your services are horrible. ID: 1054357783. Spent around 2hrs on call & 4hrs wait for resolution. Everytime wrong commitments by u,your services are horrible id spent around hrs on cal hrs wait for resolution everytime wrong commitments by u
106,0.5407492246586432-109,@IRCTC_Ltd cc: @RailMinIndia @sureshpprabhu U don't have any modification platform 2edit gender of pax the way airlines have if thrs mistake,cc u don t have any modification platform edit gender of pax the way airlines have if thrs mistake
107,0.5407492246586432-110,"@IRCTC_Ltd hello, my PNR is 2314877843. By mistake i booked seat no. C1-44 with Male Gender & she's female. Im trying your cc bt no response",hello my pnr is by mistake i booked seat no c with male gender she female im trying your c bt no response
108,0.5407492246586432-111,@Kunleo2koya search on Google for OGYOUTUBE apk @engrossingfacts @TheDIYHacks,search on google for ogyoutube apk
109,0.5407492246586432-112,"@Kunleo2koya To download videos on android Mobile, download OGYouTube apk, instructions given in their page @TheDIYHacks @engrossingfacts",to download videos on android mobile download ogyoutube apk instructions given in their page
110,0.5407492246586432-113,True!,true 
111,0.5407492246586432-114,@NotThatNana @TV24India most of the people who are voting in election are not using Twitter. Period.,most of the people who are voting in election are not using twitter period 
112,0.5407492246586432-115,#ROFFL Sign board of Don't be horny by #REDFM for Ahmedabad Police. #DontBeHorny http://twitter.com/00diBaBa/status/676427014438584320/photo/1pic.twitter.com/xcJDsJkDcZ ,sign board of don t be horny by for ahmedabad police 
113,0.5407492246586432-116,With love to #Bhakts,with love to
114,0.5407492246586432-117,African Leaders Praise Nehru Despite BJP Blackout -,african leaders praise nehru despite bjp blackout
115,0.5407492246586432-118,@brownbrumby welcome,welcome
116,0.5407492246586432-119,"@brownbrumby your tweet in today's Gujarati Newspaper ""Divyabhaskar"" ",your tweet in today gujarati newspaper divyabhaskar 
117,0.5407492246586432-120,"उलटवा हुई गवा
You can fool all D people some of the time & some of the people all the time, but U cannot fool all the people all the time.", you can fool al d people some of the time some of the people al the time but u cannot fool al the people al the time 
118,0.5407492246586432-121,Shape of the fingers and your personality - Palmistry https://youtu.be/x0RZBgG2Jxg  via @YouTube,shape of the fingers and your personality palmistry via
119,0.5407492246586432-122,"जिसे देखो मोदी जी के पीछे पड़ा है।

विकास विकास विकास? 

डेढ़ साल में दाल को ड्राईफ्रूट बना डाला, अब और कितना विकास चाहिए!  ", 
120,0.5407492246586432-123,@shukla_cm He already donated his tongue  @guru9899 @Mishra_dileep @ErManojjhs @DrKumarVishwas @anjanaomkashyap,he already donated his tongue
121,0.5407492246586432-124,"I'm an Indian. I'm from Ahmedabad city, Gujarat. I don't hate Pakistan. Iam not Alone. There are many like Me. #ProfileForPeace @RamPD78",i m an indian i m from ahmedabad city gujarat i don t hate pakistan iam not alone there are many like me 
122,0.5407492246586432-125,@tatadocomo you get complaint no. And they never call you and close the complaint by adding remarks that they called u but u didn't pick up,you get complaint no and they never cal you and close the complaint by adding remarks that they called u but u didn t pick up
123,0.5407492246586432-126,@tatadocomo ask them how many complaints they received in last 2yrs from my no. And what was the outcome.,ask them how many complaints they received in last yrs from my no and what was the outcome 
124,0.5407492246586432-127,@tatadocomo leave it man... You can't do anything... Listen@tatadocomo....bunch  of stupids sitting there who got complaints but never listn,leave it man you can t do anything listen of stupids sitting there who got complaints but never listn
125,0.5407492246586432-128,@neetakolhatkar how's movie?,how movie 
126,0.5407492246586432-129,I'm from Guj and i never heard this... Mausiji,i m from guj and i never heard this mausiji
127,0.5407492246586432-130,In Gujarat they used to laughingly say: Agar kissi aurat ki rasoi mein daal bhi jal gayi to media Modi ko kasoorvaar maanta hai!,in gujarat they used to laughingly say agar kissi aurat ki rasoi mein daal bhi jal gayi to media modi ko kasoorvaar maanta hai 
128,0.5407492246586432-131,@tatadocomo facing issues since first day. All the time,facing issues since first day al the time
129,0.5407492246586432-132,@tatadocomo no use. Since last 2 years complaints are forwarded and nothing happens. Let's C one more time or i have no other option bt MNP,no use since last years complaints are forwarded and nothing happens let c one more time or i have no other option bt mnp
130,0.5407492246586432-133,"@tatadocomo worst network coverage in Valsad,Guj. Got 3G pack but Even 2G network is screwed up. When you wil start providing good coverage?",worst network coverage in valsad guj got g pack but even g network is screwed up when you wil start providing good coverage 
131,0.5407492246586432-134,"If so, Ex PM MMS was strongest...",if so ex pm mms was strongest 
132,0.5407492246586432-135,"If Silence is your Strongest area... Then you are the Weakest PM 

#ModiWeakestPM ",if silence is your strongest area then you are the weakest pm
133,0.5407492246586432-136,True..,true 
134,0.5407492246586432-137,@ksmadhavan3 everything is possible... This is #Modiji ka Vikaswala india @A2687 @chernoq,everything is possible this is ka vikaswala india
135,0.5407492246586432-138,@WrongDoc i think we are discussing on indian muslims. Kya ji doctorji... AAP bhi na.. @ikaveri @dremtee,i think we are discussing on indian muslims kya ji doctorji aap bhi na 
136,0.5407492246586432-139,@ikaveri @WrongDoc @dremtee wrong info. All Muslims are getting vaccines without any hesitation.,wrong info al muslims are getting vaccines without any hesitation 
137,0.5407492246586432-140,"हे इंद्रदेव
अगर अप्सराओ से फुरसत मिल जाये
तो अपने कलेंडर का महीना भी चेक कर लो

ApriL चल रहा है प्रभु। 
Raining in Ahmedabad", april raining in ahmedabad
138,0.5407492246586432-141,"लाइफ में कोई पार्टनर होना चाहिए,
नहीं तो
""मन की बात""
रेडियो पर करनी पड़ती है।।

 नरेंद्र मोदी", 
139,0.5407492246586432-142,@DrKumarVishwas @RamPD78 कहीं @Gen_VKSingh ने indirectly #AmbaniAdani को तो गाली नहीं दी? असल में ज्यादातर मिडिया हाउस तो इन्हीं के पास है., indirectly 
140,0.5407492246586432-143,"@MTS_India 10 digit no. 9137393313, complaint no. APR/1399. Status: unsolved. Check your official fb page to know how worst your service is",digit no complaint no apr status unsolved check your official fb page to know how worst your service is
141,0.5407492246586432-144,,
142,0.5407492246586432-145,"देशके लोग अपने पेट से गैस छोड़कर भी ये माननेको तैयार नहीं होते कि गैस उन्होने छोडी है
मोदी उनको गैस सब्सिडी छोड देने को कह रहे है
हद है यार", 
143,0.5407492246586432-146,Is this true?,is this true 
144,0.5407492246586432-147,"""1983 and 2011, India has won World Cup
always under Congress government"" - Rahul
Gandhi", and india has won world cup always under congres government rahul gandhi
145,0.5407492246586432-148,"- यार १ लाख उधारदे ना
- वापिस कब देगा?
- मोदीजी जल्द ही १५ लाख मेरे एकाउंट मे डालने वाले है, ट्रान्सफर दे दुंगा, टेन्शन मत ले. #MannKiBaat", 
146,0.5407492246586432-149,"दिल की धड़कन ही रुक गई !
.
.
.
.
.
.
.
जब लाइट गई और ,
काम वाली बोली..

'वॉट द हेल इस दिस, 
यू डोंट हैव इनवर्टर ?'
 
She is from IIN", she is from iin
147,0.5407492246586432-150,#ROFFL #CWC15,
148,0.5407492246586432-151,"#RTI Activist को #BJP नेता से मिली धमकी, अमित जेठवी जैसा (मर्डर) तेरा हाल कर दूंगा, #Achedin सच में आ गये.",activist 
149,0.5407492246586432-152,@PMOIndia ohh i didn't know that PMO new address is AIR.,oh i didn t know that pmo new addres is air 
150,0.5407492246586432-153,"ये Twitter भी ना..

बिलकुल बच्चे की लंगोट जैसा है.

होता कुछ भी नहीं है
मगर बार-बार 
चेक करना पड़ता है.", twitter 
151,0.5407492246586432-154,@femina1606 @PraveenIndiawal rule with iron hand? Is that what Swaraj? I love @ArvindKejriwal and all AAPians including @AapYogendra & PB.,rule with iron hand is that what swaraj i love and al aapians including pb 
152,0.5407492246586432-155,Raining in Delhi... #DilliKiBaaris,raining in delhi 
153,0.5407492246586432-156,@viadotcom hello I'm searching hotel Delhi continental in Delhi on your page. Help me pls,hello i m searching hotel delhi continental in delhi on your page help me pls
154,0.5407492246586432-157,@SwiftKey i already corrected my mistake & sent 2 emails. But still no reply from your side.,i already corrected my mistake sent emails but stil no reply from your side 
155,0.5407492246586432-158,"After beating UAE, Oil prices were raised..
Thank God..
Scotland is not in our group
Couldn't handle increase in scotch whiskey prices.",after beating uae oil prices were raised thank god scotland is not in our group couldn t handle increase in scotch whiskey prices 
156,0.5407492246586432-159,Thought of the day....,thought of the day 
157,0.5407492246586432-160,"I'm feeling #Shame : Here's What The World Tells Foreign Tourists Heading To India. And It's Scathing
http://m.indiatimes.com/news/india/heres-what-the-world-tells-foreign-tourists-heading-to-india-and-its-scathing-230573.html …",i m feeling here what the world tells foreign tourists heading to india and it scathing 
158,0.5407492246586432-161,"@AnthonySald no ji, vadde logg, vaddi baatein... Filmy log, filmy name.... @ShanuAhluwalia @aliaa08 @CelinaJaitly",no ji vadde log vaddi baatein filmy log filmy name 
159,0.5407492246586432-162,#ROFFL... Nice discussion between @aliaa08 & @CelinaJaitly on #घंटाबजट 2015.,nice discussion between on 
160,0.5407492246586432-163,Some reactions from #bhakts,some reactions from
161,0.5407492246586432-164,"""If women didn't exist, all the money in the world would have no meaning."" - Aristotle Onassis", if women didn t exist al the money in the world would have no meaning aristotle onassis
162,0.5407492246586432-165,@TimesNow ₹3407.50 per PUCCA Home?, per pucca home 
163,0.5407492246586432-166,"ये घंटा घंटा क्या है, ये #घंटाबजट? जब चायवाला PM बने, जब 12th पढी शिक्षा मंत्री बने, जब ब्लोगर के हाथ से बजट बने तो दिल कहता है.... #घंटाबजट", pm th 
164,0.5407492246586432-167,@BhayankarLog uffff itna narazgi? #GhantaBudget hai toh ab bhugatna hai agle saal tak or kar b kya sakte hai?,uf itna narazgi hai toh ab bhugatna hai agle saal tak or kar b kya sakte hai 
