id,text
0.5407492246586432-57,"@SrBachchan sirji, aapko bhi ye email #MossackFonseca se mila kya? #PanamaLeaks #MossakFonsecaPapers"
0.5407492246586432-58,"#MossackFonseca give clients a heads up on the eve of #PanamaLeaks 

http://www.trinidadexpress.com/20160402/news/mossack-fonseca-lets-cat-out-of-bag-ahead-of-worldwide-coverage-of-massive-panama-leaks-data …"
0.5407492246586432-59,"This proves that #PanamaLeaks is right about @SrBachchan, Adani & Aishwarya Rai Bachchan."
0.5407492246586432-60,And so it begins...#Iceland PM resigns over #PanamaLeaks revelations. Who's next? http://gu.com/p/4t5a7/stw 
0.5407492246586432-61,Buhahaha  RIP to @IAMREALRAKHI
0.5407492246586432-62,"WATCH: Rakhi Sawant demands ceiling fans be banned in all houses, says this is what people use to commit suicide"
0.5407492246586432-63,"कुछ तो बात है मेरे देश की मिट्टी में...ग़ालिब
सरहदें कूद के आते हैं 
आतंकी भी  यहाँ दफ़न होने के लिए ।।"
0.5407492246586432-64,@RanaAyyub kala dhan toh wapis nahi aaya lekin kaliye T20WC cup le k chale gaye @ndtv
0.5407492246586432-65,"@TataSky Yeah Yeah, personally forwarding my complaint, trying to show me how serious you are after 3rd March complaint. 1 Month over."
0.5407492246586432-66,"@TataSky still no calls from #CHORTATASKY, let me know if you are acting like a #FekuModi government or doing real ground work to solve prob"
0.5407492246586432-67,"@TataSky still my query is unsolved of date 3rd March, 2016, wo# MY72UBU of wrong deduction of amount ₹570.00. #FRAUDTATASKY #dth"
0.5407492246586432-68,@TataSky is this your way of treating your clients? Picking up calls and not listening? Check call recordings of after midnight today.
0.5407492246586432-69,@TataSky do you wants to solve problems or interested in listening bad words? #CHORTATASKY you deducted wrong 570₹ and now not responding.
0.5407492246586432-70,@TataSky changed setup box last month by paying 570₹. Is this how you give f**king services to your clients? Your helpline is silent
0.5407492246586432-71,"@TataSky your setup box is showing red light and not working. Tried calling helpline but they pick up calls and keep silence, happened 2time"
0.5407492246586432-72,Very true.... #mallyaescapes
0.5407492246586432-73,Buhahaha  joke of the century.
0.5407492246586432-74,@sudhirchaudhary  https://twitter.com/YRDeshmukh/status/707854602561949696 …
0.5407492246586432-75,"Angels Have No Religion, Teen Muslim Girl Felicitated For Saving A Hindu Classmate From Kidnappers
 http://goo.gl/ssCYgJ "
0.5407492246586432-76,@TataSky since how many days are you promising me with same reply? Will you stop fooling me?  #FRAUDTATASKY
0.5407492246586432-77,"@TataSky #CHORTATASKY #FRAUDTATASKY #DumbAndDumberTaTaSky #stupidTatasky #Stopfooling your clients, #dth pls take note n this bakwas company"
0.5407492246586432-78,@TataSky another image 2 show u how stupid is ur box is. ID:1054357783 now tell me how many times i have to complain
0.5407492246586432-79,#AuntyNational ka gyan dekho. Did Gandhi Aunty ever heard of PhD degree? Ask your HRD Minister Smriti Irani mem.
0.5407492246586432-80,He's 28 years old and still a student living off taxpayers money!! So when is #KanhaiyaKumar taking 'azadi' from JNU?!! #Nautanki
0.5407492246586432-81,"@TataSky mere pass recording hai last 3 days ka jisme aap logo ne bola tha koi payment deduct nahi hoga, installer visit free me hoga."
0.5407492246586432-82,Cc: Look at this #PAIDMEDIA Bhakts   @sardanarohit @sudhirchaudhary  https://twitter.com/KhannaPal/status/705355018086408192 …
0.5407492246586432-83,Hello my dear #FRAUDTATASKY #CHORTATASKY #DumbAndDumberTaTaSky did you send anyone to solve problem?NO. am i right?
0.5407492246586432-84,@TataSky are you peoples are dumb and deaf or what? There's no response from your end since 26th January 2016. Is this how you fool clients?
0.5407492246586432-85,"@goutamsahoo1983 @DelhiLeaks @htTweets after stealing gas from ONGC, networth increased."
0.5407492246586432-86,@TataSky look at the current weather too. This is proof of how your company is making us fool. Enough! #FRAUDTATASKY
0.5407492246586432-87,@TataSky @TataSky check sms page 3 from your end. What date and time it shows to visit and ask if they visited?
0.5407492246586432-88,"@TataSky let's see. It's too much now. Since 26th Jan, there's no service from your side."
0.5407492246586432-89,"@TataSky i didn't pay you 1670₹ 2 look at the idiot box provided by tatasky. I paid money 2watch channels And from one month, i am suffering"
0.5407492246586432-90,@TataSky how long you have to say sorry for the delay? Any time limits to solve issues?
0.5407492246586432-91,You are right Mr. @NaveenRKukreja I'm having issues with @TataSky since 26th Jan & i paid 1670 n total in one month for packages & no result
0.5407492246586432-92,Mr. @MANISH_TOTLA I'm damn sure that @TataSky will never solve your problems as they keep fooling ppls with fake promises and harassing us
0.5407492246586432-93,"@TataSky hahaha, what a joke, your representative will contact, hmmmm. Ask your rep, when did they try to call or solve problems @jilaki123"
0.5407492246586432-94,Mr. @rkPillai did you got resolution from @TataSky or not? I bet they didn't try to solve any problem. They keep fooling ppls. #FRAUDTATASKY
0.5407492246586432-95,@TataSky do you care enough to listen audio clips and try to solve problems? Or you still wanna keep making your clients fool?
0.5407492246586432-96,"@TataSky but when you'll look into the issue? Since 26th Jan, you ppls are only listening, not solving problems.i sent you rec audio in DM"
0.5407492246586432-97,@TataSky don't give false promises and do not try to make us fool. #FRAUDTATASKY
0.5407492246586432-98,@TataSky i sent you all info but you peoples never tried to solve my problem
0.5407492246586432-99,"@skrai32 @TataSky https://mega.nz/#!xtxSHbLI!WN3XbQwP6XeVxELqraK98dg4FCHjUp9BxzImtPv8Tuc …

25MB AUDIO HELPLINE No. RECORDING with love from MENTALLY HARASSED CLIENT 
#DoNotSubscribeTATASKY"
0.5407492246586432-100,@TataSky still nothing happened after all. No resolution. Don't give false promises.
0.5407492246586432-101,@TataSky you peoples wasted my whole day (from 17 Feb morning 11:23 To 18 Feb 00.04 hrs. Is this how you serve your clients? #TATASKYisFKDUP
0.5407492246586432-102,"@TataSky stop playing with us. Since 26 Jan, 2016 you ppls started playing rubbish game with me. If you play such games, no one will buy sky"
0.5407492246586432-103,@TataSky why you ppls giving wrong info and wrong commitments? Your technical person says something else and your cc ppls says different
0.5407492246586432-104,@TataSky when the heck are you gonna solve my issues? Let me know status of Complaint no. MWYFOYO & MWYFOWI of ID: 1054357783
0.5407492246586432-105,@TataSky to hell with your helpline number. Your executives have no sense to reply us. Al commitments given by you are wrong. @ChaitendraG
0.5407492246586432-106,@TataSky @Ravienator they give only commitments which are nevee going to be fulfilled. I'm on call from last 2hrs and still no result.
0.5407492246586432-107,@TataSky @ChieragJoshi no representative will contact you. Since 26Jan I'm waiting for resolution and till date no resolution & no call back
0.5407492246586432-108,@TataSky your services are horrible. ID: 1054357783. Spent around 2hrs on call & 4hrs wait for resolution. Everytime wrong commitments by u
0.5407492246586432-109,@IRCTC_Ltd cc: @RailMinIndia @sureshpprabhu U don't have any modification platform 2edit gender of pax the way airlines have if thrs mistake
0.5407492246586432-110,"@IRCTC_Ltd hello, my PNR is 2314877843. By mistake i booked seat no. C1-44 with Male Gender & she's female. Im trying your cc bt no response"
0.5407492246586432-111,@Kunleo2koya search on Google for OGYOUTUBE apk @engrossingfacts @TheDIYHacks
0.5407492246586432-112,"@Kunleo2koya To download videos on android Mobile, download OGYouTube apk, instructions given in their page @TheDIYHacks @engrossingfacts"
0.5407492246586432-113,True!
0.5407492246586432-114,@NotThatNana @TV24India most of the people who are voting in election are not using Twitter. Period.
0.5407492246586432-115,#ROFFL Sign board of Don't be horny by #REDFM for Ahmedabad Police. #DontBeHorny http://twitter.com/00diBaBa/status/676427014438584320/photo/1pic.twitter.com/xcJDsJkDcZ 
0.5407492246586432-116,With love to #Bhakts
0.5407492246586432-117,African Leaders Praise Nehru Despite BJP Blackout -
0.5407492246586432-118,@brownbrumby welcome
0.5407492246586432-119,"@brownbrumby your tweet in today's Gujarati Newspaper ""Divyabhaskar"" "
0.5407492246586432-120,"उलटवा हुई गवा
You can fool all D people some of the time & some of the people all the time, but U cannot fool all the people all the time."
0.5407492246586432-121,Shape of the fingers and your personality - Palmistry https://youtu.be/x0RZBgG2Jxg  via @YouTube
0.5407492246586432-122,"जिसे देखो मोदी जी के पीछे पड़ा है।

विकास विकास विकास? 

डेढ़ साल में दाल को ड्राईफ्रूट बना डाला, अब और कितना विकास चाहिए!  "
0.5407492246586432-123,@shukla_cm He already donated his tongue  @guru9899 @Mishra_dileep @ErManojjhs @DrKumarVishwas @anjanaomkashyap
0.5407492246586432-124,"I'm an Indian. I'm from Ahmedabad city, Gujarat. I don't hate Pakistan. Iam not Alone. There are many like Me. #ProfileForPeace @RamPD78"
0.5407492246586432-125,@tatadocomo you get complaint no. And they never call you and close the complaint by adding remarks that they called u but u didn't pick up
0.5407492246586432-126,@tatadocomo ask them how many complaints they received in last 2yrs from my no. And what was the outcome.
0.5407492246586432-127,@tatadocomo leave it man... You can't do anything... Listen@tatadocomo....bunch  of stupids sitting there who got complaints but never listn
0.5407492246586432-128,@neetakolhatkar how's movie?
0.5407492246586432-129,I'm from Guj and i never heard this... Mausiji
0.5407492246586432-130,In Gujarat they used to laughingly say: Agar kissi aurat ki rasoi mein daal bhi jal gayi to media Modi ko kasoorvaar maanta hai!
0.5407492246586432-131,@tatadocomo facing issues since first day. All the time
0.5407492246586432-132,@tatadocomo no use. Since last 2 years complaints are forwarded and nothing happens. Let's C one more time or i have no other option bt MNP
0.5407492246586432-133,"@tatadocomo worst network coverage in Valsad,Guj. Got 3G pack but Even 2G network is screwed up. When you wil start providing good coverage?"
0.5407492246586432-134,"If so, Ex PM MMS was strongest..."
0.5407492246586432-135,"If Silence is your Strongest area... Then you are the Weakest PM 

#ModiWeakestPM "
0.5407492246586432-136,True..
0.5407492246586432-137,@ksmadhavan3 everything is possible... This is #Modiji ka Vikaswala india @A2687 @chernoq
0.5407492246586432-138,@WrongDoc i think we are discussing on indian muslims. Kya ji doctorji... AAP bhi na.. @ikaveri @dremtee
0.5407492246586432-139,@ikaveri @WrongDoc @dremtee wrong info. All Muslims are getting vaccines without any hesitation.
0.5407492246586432-140,"हे इंद्रदेव
अगर अप्सराओ से फुरसत मिल जाये
तो अपने कलेंडर का महीना भी चेक कर लो

ApriL चल रहा है प्रभु। 
Raining in Ahmedabad"
0.5407492246586432-141,"लाइफ में कोई पार्टनर होना चाहिए,
नहीं तो
""मन की बात""
रेडियो पर करनी पड़ती है।।

 नरेंद्र मोदी"
0.5407492246586432-142,@DrKumarVishwas @RamPD78 कहीं @Gen_VKSingh ने indirectly #AmbaniAdani को तो गाली नहीं दी? असल में ज्यादातर मिडिया हाउस तो इन्हीं के पास है.
0.5407492246586432-143,"@MTS_India 10 digit no. 9137393313, complaint no. APR/1399. Status: unsolved. Check your official fb page to know how worst your service is"
0.5407492246586432-144,
0.5407492246586432-145,"देशके लोग अपने पेट से गैस छोड़कर भी ये माननेको तैयार नहीं होते कि गैस उन्होने छोडी है
मोदी उनको गैस सब्सिडी छोड देने को कह रहे है
हद है यार"
0.5407492246586432-146,Is this true?
0.5407492246586432-147,"""1983 and 2011, India has won World Cup
always under Congress government"" - Rahul
Gandhi"
0.5407492246586432-148,"- यार १ लाख उधारदे ना
- वापिस कब देगा?
- मोदीजी जल्द ही १५ लाख मेरे एकाउंट मे डालने वाले है, ट्रान्सफर दे दुंगा, टेन्शन मत ले. #MannKiBaat"
0.5407492246586432-149,"दिल की धड़कन ही रुक गई !
.
.
.
.
.
.
.
जब लाइट गई और ,
काम वाली बोली..

'वॉट द हेल इस दिस, 
यू डोंट हैव इनवर्टर ?'
 
She is from IIN"
0.5407492246586432-150,#ROFFL #CWC15
0.5407492246586432-151,"#RTI Activist को #BJP नेता से मिली धमकी, अमित जेठवी जैसा (मर्डर) तेरा हाल कर दूंगा, #Achedin सच में आ गये."
0.5407492246586432-152,@PMOIndia ohh i didn't know that PMO new address is AIR.
0.5407492246586432-153,"ये Twitter भी ना..

बिलकुल बच्चे की लंगोट जैसा है.

होता कुछ भी नहीं है
मगर बार-बार 
चेक करना पड़ता है."
0.5407492246586432-154,@femina1606 @PraveenIndiawal rule with iron hand? Is that what Swaraj? I love @ArvindKejriwal and all AAPians including @AapYogendra & PB.
0.5407492246586432-155,Raining in Delhi... #DilliKiBaaris
0.5407492246586432-156,@viadotcom hello I'm searching hotel Delhi continental in Delhi on your page. Help me pls
0.5407492246586432-157,@SwiftKey i already corrected my mistake & sent 2 emails. But still no reply from your side.
0.5407492246586432-158,"After beating UAE, Oil prices were raised..
Thank God..
Scotland is not in our group
Couldn't handle increase in scotch whiskey prices."
0.5407492246586432-159,Thought of the day....
0.5407492246586432-160,"I'm feeling #Shame : Here's What The World Tells Foreign Tourists Heading To India. And It's Scathing
http://m.indiatimes.com/news/india/heres-what-the-world-tells-foreign-tourists-heading-to-india-and-its-scathing-230573.html …"
0.5407492246586432-161,"@AnthonySald no ji, vadde logg, vaddi baatein... Filmy log, filmy name.... @ShanuAhluwalia @aliaa08 @CelinaJaitly"
0.5407492246586432-162,#ROFFL... Nice discussion between @aliaa08 & @CelinaJaitly on #घंटाबजट 2015.
0.5407492246586432-163,Some reactions from #bhakts
0.5407492246586432-164,"""If women didn't exist, all the money in the world would have no meaning."" - Aristotle Onassis"
0.5407492246586432-165,@TimesNow ₹3407.50 per PUCCA Home?
0.5407492246586432-166,"ये घंटा घंटा क्या है, ये #घंटाबजट? जब चायवाला PM बने, जब 12th पढी शिक्षा मंत्री बने, जब ब्लोगर के हाथ से बजट बने तो दिल कहता है.... #घंटाबजट"
0.5407492246586432-167,@BhayankarLog uffff itna narazgi? #GhantaBudget hai toh ab bhugatna hai agle saal tak or kar b kya sakte hai?
0.5407492246586432-168,"Viola! ""@IndiaToday: Rahul Gandhi in Europe for vipassana meditation: Sources | India Today http://indiatoday.intoday.in/story/rahul-gandhi-europe-vipassana-meditation-congress-sonia-gandhi/1/421607.html … """
0.5407492246586432-169,@ratanmaitra That's why he said ki Middle class apna khayal khud rakhe
0.5407492246586432-170,@SwiftKey your email account is not receiving my email. What to do?
0.5407492246586432-171,"Is he on stage & doing acting?? Deserves an Oscar for his act... ""Watch Narendra Modi's speech in Lok Sabha: http://youtu.be/VEzganIyldw """
0.5407492246586432-172,@lady_gabbar llamas = calls in Spanish 
0.5407492246586432-173,@SwiftKey already sent email.
0.5407492246586432-174,@SwiftKey this happens with only swiftkey. Google keyboard is working fine. Did 3 times fresh installation too.
0.5407492246586432-175,"@SwiftKey here is installation detail. why I'm facing this error? 
https://www.dropbox.com/s/o8p0ekipslc6fz6/image-738248ce4d7994a5e8ee284629e6bda132484b642181553330e4bfb1aa491892-V.jpg?dl=0 …"
0.5407492246586432-176,"@SwiftKey why I'm facing this error after rebooting device? Have 2 reinstall apk everytime after reboot. Check here
https://www.dropbox.com/s/o8p0ekipslc6fz6/image-738248ce4d7994a5e8ee284629e6bda132484b642181553330e4bfb1aa491892-V.jpg?dl=0 …"
0.5407492246586432-177,Moddiji... We want this now (we know even 2G is not successful in India... But just a #Jumla from Aam Aadmi 2u. http://www.techworm.net/2015/02/5g-network-with-1tb-download-speed-coming-soon.html …
0.5407492246586432-178,"So cute! 3yr old Karate kid.. @Iam_Prerna @sri_ay @RamPD78 @Rtaunk @an_a_nd @Armaan08Singh @subiaalime @BhayankarLog
https://m.facebook.com/story.php?story_fbid=739231966193384&id=325736120876306&ref=bookmark …"
0.5407492246586432-179,I want to spend rest of my life here...
0.5407492246586432-180,#Gharwapsi hmmmm... Charity begins at home
0.5407492246586432-181,Cent percent true...
0.5407492246586432-182,"Q. : What is the opposite of ""Subramaniam Sawmi""?
.
.
.
.

.
Gave up?
.
.
.
.
.
.

Answer : ""Subramaniam did not see me""     "
0.5407492246586432-183,"Another #Jumla? #ROFL ""@buzzindelhi: @bainjal Let me put it on record. We dont pay anyone to troll. @jerinchacko_ @kanikagahlaut"""
0.5407492246586432-184,@AnilAAP wow... Here in Guj it's hot @ssttuuttii
0.5407492246586432-185,"@dibang sir, you can read it on my profile heading."
0.5407492246586432-186,"@RajivKumar1 sir, so you want industrial growth by reducing farming lands?"
0.5407492246586432-187,@MrsGandhi yeah ur full faith got vaporized finally. Another U Turn @bharat_builder @SajidBhombal
0.5407492246586432-188,@manish27sharma @Hugetrick whatsapp is upgrading server for more invitations. Do not worry. It will slow you whatsapp call once they upgrade
0.5407492246586432-189,"@MrsGandhi look here, this ""Bhaktani is defending a lawyer of Godse family. #Achedin aa gaye... @bharat_builder @deespeak @M_Lekhi"
0.5407492246586432-190,"Whatsapp पर ये वाली smiley use करने से swine flu से बचा जा सकता है !!!!!!!!


अब तो हद हो गई यार ...."
0.5407492246586432-191,"मोददी जी... 
लाइफ में कोई पार्टनर होना ही चाहिए,
नहीं तो मन की बात रेडियो पर करनी पड़ती है।।
#MannKiBaat or #MonkeyBath??"
0.5407492246586432-192,"@LambaAlka mem, its our humble request, pls do not get involved in such politics. Our work is to fulfill promises. No more Taunting."
0.5407492246586432-193,@MrsGandhi what's #ROFL in it? Improve ur IQ. @AB_BJP
0.5407492246586432-194,@an_a_nd rather than having portal on your name sir @bhupendrachaube change ur portal name to http://jantakiaawaz.com 
0.5407492246586432-195,"hahaha, so @suhelseth can't accept truths & blocked me. U dnt hv rights2 point fingers 8 others if u dnt like some1 points8 u @malwinder25"
0.5407492246586432-196,"@clued_up_chic  Everything you wanted to know about @suhelseth but didn’t know who to ask:
http://kafila.org/2011/12/01/everything-you-wanted-to-know-about-suhel-seth-but-didnt-know-who-to-ask/ …"
0.5407492246586432-197,Rare photo of Indian cricket team first tour to England 1886
0.5407492246586432-198,@RubikaLiyaquat u want to know where Prabhu is or @PrabhuChawla  @ZeeNewsHindi
0.5407492246586432-199,@abpnewshindi using since last 10+ days @CMundkar
0.5407492246586432-200,@VivekGupta2001 oops. Thanks my Wikipedia 2share this knowledge. I was living in dark age. Coz of u i know dis @malwinder25 @NavenduSingh_
0.5407492246586432-201,@VivekGupta2001 if big edu. is not everything (as per ur words) i guess u dont hv to study Architect Software @malwinder25 @NavenduSingh_
0.5407492246586432-202,#NationWantsToKnow the good news.... Ladka ya ladki?
0.5407492246586432-203,@datboijola you have to update ur whatsapp. It shows that your whatsapp is not updated.
0.5407492246586432-204,#GujModel #Vikas #BJP MLA का कहना है कि उनके ही एरिया मे PAY & USE TOILET मे दारू के अड्डे जुआ अड्डे चल रहे है.
0.5407492246586432-205,"But what about wasting country's resources by u ""@htTweets: We must never waste our energy and capability in competing with others: PM Modi"""
0.5407492246586432-206,@mazzzzzika yeah wait
0.5407492246586432-207,"To Modi-Ambani-Adani Nexus  ""@AmazingiGrace: The richest man is not he who has the most, but he who needs the least."" #CorporateEspionage"
0.5407492246586432-208,"ब्लेकमनी का नंगा नाच सैफई मे समाजवादी शादी मे हुआ, हमारे माननीय मोदीजी खुली आँखो से देख रहे थे और सरकारी तंत्र के दुरुपयोग का मजा ले रहे थे"
0.5407492246586432-209,@Aditya_Sadh @NewsNonsense yeah i tried 6th time. Same problem
0.5407492246586432-210,@MeuNomeTaEmUso ah ok
0.5407492246586432-211,"@NewsNonsense bhai, 4 times failed. Download stops after 96mb "
0.5407492246586432-212,@NewsNonsense no resume support on mediafire too.
0.5407492246586432-213,@NewsNonsense why u want on mediafire? It's easy to download from Androidfilehost.
0.5407492246586432-214,@KamzLFC yes working
0.5407492246586432-215,"@NewsNonsense yes, send me link"
0.5407492246586432-216,@mazzzzzika ok send me no.
0.5407492246586432-217,"@Hugetrick @KamzLFC no. It's working but in few cases, peoples getting upgrade late. Do not worry."
0.5407492246586432-218,#sanghis showing patriotic acts.... #bhakts... Salute 2 u! 
0.5407492246586432-219,@Hugetrick now u can invite others too by giving them a call. Pls tell them to update whatsapp app first.
0.5407492246586432-220,"Dear @arunjaitley ji, pls send me name & address of modiji's suit. My friend wants to wear monogrammed suit on his marriage anniversary. Tnx"
0.5407492246586432-221,@Vidyut @i_sidh @DrunkVinodMehta saikia is member of bjp from varanasi.
0.5407492246586432-222,@Abhinav2point0 @Ikumar7 better if u wait for mi4 64gb launching on 28th feb or buy huawei Ascend Mate 7.
0.5407492246586432-223,मोदीजी अगर खुद की मन की बात सुन ले तो खुद पर से उनका यकीन उठ जायेगा एक दिन. #MonkeyBath is real #MannkiBaat
0.5407492246586432-224,"Racism wil never end as long as.... 
Read last lines... #ROFL"
0.5407492246586432-225,जब हफ्ता वसूली बंद करदी #AAP ने तो पुलिस गुस्सा करेगी ना! MLA Sanjeev Jha & Supprtr lathicharged by Police in Burari: http://youtu.be/1yxiSbSV3V4 
0.5407492246586432-226,Mr. @PMOIndia we don't seek Qs. We indians need solutions & for that we elected u. Peoples have hopes from u. Thanks @DoctorManali
0.5407492246586432-227,@Sdaljeets 2kids kidnapped. Police was not ready to file FIR. MLA entered in police station gate without permission & rest is police story 2
0.5407492246586432-228,"This proves modi is purely businessman. ""@timesofindia: Why Modi, other netas are headed to Saifai today http://timesofindia.indiatimes.com/city/lucknow/Why-politicians-are-headed-to-Saifai-on-Saturday/articleshow/46318154.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia …"""
0.5407492246586432-229,"Lights! 
Camera! 
Action! 
Modiji always alert..."
0.5407492246586432-230,Mr. @nishantchat they've already finalized everything on paper. No changes will be made. Waste of time.
0.5407492246586432-231,"Worth reading : How Leaks From ONGC In 1999 Benefited Reliance Industries:
http://www.caravanmagazine.in/vantage/how-leaks-oil-india-limited-1999-benefited-reliance-industries …"
0.5407492246586432-232,"@sanjay_dimpy sirji, @ndtv is showing water crisis in Gol Market. Residents says they got water only 3days when #AK took oath. Pls check thr"
0.5407492246586432-233,"RIP ""@meenakarnik: Comrade Govind Pansare no more. Sad. And angry. Very angry"""
